22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0969,22.0996,22.132,22.1395,22.2302,22.2819,22.4478,22.7033,22.7635,22.7986,22.7986,22.7986,22.9421,22.9559,23.2051,24.1279,24.3225,24.387,24.6502,24.7098,24.8768,27.2838,27.6385,29.9912,30.5179,30.5883,33.325,
22.0973,22.0986,22.1003,22.1014,22.1453,22.214,22.2188,22.2415,22.2569,22.2584,22.2627,22.3648,22.3724,22.394,22.4275,22.4707,22.5179,22.6883,22.7302,22.7619,22.7635,22.7635,22.7635,22.7986,22.7986,22.9523,23.1429,23.7048,23.7641,24.0103,24.1396,24.2742,24.3868,24.4279,24.6282,24.6615,24.8718,24.9138,24.9231,25.1871,25.6585,25.734,26.7643,27.3798,27.4,27.4517,28.2653,29.724,30.5179,38.7539,
22.7986,22.7986,22.8122,22.8156,22.9046,22.9374,22.9565,23.0422,23.6079,23.6646,23.8541,23.8883,24.0139,24.169,24.3744,24.3868,24.4228,24.4742,24.5774,24.6045,24.7822,24.9608,25.4123,25.7361,25.7402,27.0002,27.1821,27.7109,27.8266,28.1108,28.2021,28.3508,28.8242,28.8688,28.9366,29.4251,29.8162,29.8162,30.3944,30.5179,30.5179,30.5179,30.7981,31.5124,32.7636,32.9286,36.4349,36.6583,37.6045,38.518,
26.346,27.1001,27.1395,27.5706,27.6669,27.7116,27.8144,27.8144,27.8144,27.8187,28.0973,28.2604,28.3287,28.4477,28.4945,28.5123,28.5304,28.8688,28.8688,28.8832,28.9057,29.0625,29.0934,29.14,29.3725,29.4302,29.4303,29.4356,29.7257,29.7443,29.8162,29.8162,29.8729,30.0969,30.1552,30.3092,30.4754,30.5179,30.5179,30.5179,30.5179,30.5179,30.7462,30.9059,31.1693,31.643,34.1986,34.546,38.5464,39.0927,
27.82,27.825,28.0848,28.1173,28.2372,28.2372,28.2667,28.3074,28.3077,28.3929,28.5675,28.6818,28.7106,28.7285,28.8501,28.8682,28.8688,29.0063,29.1038,29.1104,29.3141,29.4302,29.4302,29.4555,29.505,29.5637,29.5706,29.6655,29.7443,29.8162,29.8164,29.8962,29.9762,29.9894,30.0231,30.0899,30.2997,30.5179,30.5179,30.5179,30.5179,30.8587,31.1693,31.2713,31.2986,31.7235,34.4614,38.518,39.1445,39.1452,
28.9039,28.939,28.9742,28.9755,29.0442,29.0603,29.0682,29.2245,29.3951,29.4302,29.4302,29.4532,29.5415,29.5999,29.6232,29.721,29.7443,29.7535,29.8162,29.8312,29.8513,29.9916,30.0642,30.0969,30.0969,30.0969,30.0969,30.1343,30.1456,30.161,30.1618,30.2637,30.5019,30.5179,30.5179,30.5179,30.5302,30.5355,30.6802,31.6513,32.1737,32.2097,32.2296,32.4272,32.7904,34.0969,35.6562,38.518,38.518,39.0491,
29.9916,30.0723,30.0837,30.0969,30.0969,30.1396,30.1553,30.1699,30.201,30.2231,30.2403,30.2789,30.342,30.4241,30.4361,30.4478,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5183,30.5358,30.5593,30.614,30.6505,30.6802,30.7544,30.7978,31.1706,31.1776,31.246,31.289,31.4793,31.4986,32.0943,32.167,32.745,32.7623,33.0351,33.6681,34.0969,34.0969,37.114,37.8007,38.4362,
30.0969,30.0969,30.1016,30.1024,30.1329,30.3488,30.3683,30.4478,30.452,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5205,30.5288,30.5381,30.5804,30.6022,30.6345,30.6758,30.8081,30.8201,30.9866,31.0251,31.0758,31.4969,31.4986,31.4986,31.4986,32.2877,32.333,32.6232,33.2511,33.325,34.0969,34.7285,34.7987,35.2736,37.353,37.7742,
30.0969,30.0969,30.0991,30.1129,30.1725,30.1941,30.2161,30.4952,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5184,30.5273,30.5396,30.7197,30.7969,30.879,31.0679,31.1344,31.2197,31.2197,31.2543,31.4401,31.4986,31.4986,31.5074,31.5116,31.628,31.8513,32.2418,32.6232,33.369,34.7285,34.7285,35.1914,35.5706,36.1595,36.7635,
30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.5179,30.6341,30.6393,30.7004,30.7749,30.8216,30.876,30.9845,31.0577,31.0644,31.2197,31.2197,31.3559,31.4695,31.503,31.5552,31.6937,32.1153,32.655,33.0033,33.0204,33.3392,33.3529,33.8168,34.7285,34.7285,34.7285,35.0987,35.5278,35.6426,35.7238,36.7635,37.0714,37.2774,43.1495,
