227.394,228.338,234.65,245.626,247.203,261.725,265.115,269.637,270.212,270.212,289.233,290.396,299.497,303.672,306.233,309.273,344.755,363.827,365.213,453.865,455.895,456.66,462.286,553.547,580.361,586.339,586.339,600,601.981,609.777,615.858,628.611,654.524,677.072,677.072,685.493,702.129,706.452,743.569,755.713,818.166,834.596,877.072,877.072,885.084,915.407,922.157,1085.53,1194,1212.63,
677.072,677.072,677.072,677.072,677.072,677.072,677.072,677.072,677.072,677.072,677.072,677.072,677.072,677.073,677.435,677.645,677.774,679.049,685.493,685.493,685.493,700.642,709.108,719.068,724.872,748.025,748.146,748.484,769.778,770.666,798.346,844.472,848.419,907.694,923.149,932.414,950.214,955.486,955.486,968.195,1007.6,1019.58,1112.53,1173.29,1197.01,1359.48,1415.45,1526.27,1613.25,1644.16,
685.493,685.493,685.493,699.41,700.642,722.423,730,731.938,736.369,754.845,761.97,769.778,769.778,781.413,783.821,788.607,791.091,811.492,831.698,848.041,863.659,890.886,923.149,923.149,923.149,948.229,950.682,953.87,955.486,955.486,981.066,1005.77,1040.71,1147.73,1180.75,1245.01,1266.1,1326.47,1361.27,1361.72,1388.38,1453.25,1543.48,1569.81,1592.91,1621.91,1629.78,1641.33,1716.36,1850.24,
769.778,783.523,784.499,787.568,795.705,804.893,805.594,815.858,835.984,843.467,863.558,868.56,888.324,890.719,895.571,900.366,919.263,955.486,1028.23,1038.09,1049.69,1059.5,1076.12,1090.13,1107.68,1144.25,1150.27,1195.68,1208.09,1227.79,1276.66,1285.94,1308.13,1318.62,1337.27,1351.23,1372.62,1403.06,1513.45,1531.51,1535.29,1560.2,1566.3,1636.31,1674.88,1697.83,1735.11,1771.59,1817.16,1873.47,
955.486,955.486,964.162,990.197,994.212,1009.07,1009.07,1014.7,1017.49,1031.49,1051.83,1063.69,1064.59,1070.11,1095.89,1105.58,1123.69,1149.78,1169.33,1195.68,1256.51,1280.55,1292.07,1301.62,1307.64,1335.96,1344.12,1354.53,1358.29,1362.85,1366.68,1413.02,1437.77,1438.65,1451.56,1483.6,1520.98,1529.54,1545.26,1592.91,1599.72,1630.12,1652.49,1675.32,1691.67,1711.06,1815.7,1818.97,1819.49,1873.47,
978.171,994.212,1007.56,1009.07,1009.07,1009.07,1010.41,1011.66,1019.98,1025.08,1047.98,1064.22,1087.48,1089.08,1115.04,1144.93,1166.52,1172.13,1172.28,1195.16,1214.42,1221.12,1221.13,1251.25,1253.37,1313.68,1318.27,1318.27,1335.31,1362.4,1369.01,1375.74,1417.67,1432.83,1458.36,1463.42,1468.89,1483.81,1520.78,1537.2,1563.33,1588.28,1592.91,1639.67,1647.3,1656.54,1682.69,1691.67,1736.73,1812.68,
1135.45,1153.68,1180.75,1180.75,1193.29,1195.68,1199.08,1251.25,1251.49,1261.99,1266.81,1278.08,1278.68,1293.87,1294.47,1300.72,1306.27,1309.33,1310.98,1310.98,1311.43,1323.99,1343.38,1387.04,1424.08,1434.49,1436.17,1459.14,1459.99,1463.63,1473.42,1477.09,1477.56,1485.06,1508.85,1521.74,1534.28,1554.5,1562.1,1565.98,1582.51,1627.92,1652.51,1696.87,1782.26,1793.48,1962.67,1972.26,1988.04,2039.8,
1242.36,1258.6,1278.84,1287.64,1309.49,1318.66,1319.62,1320.64,1321.27,1328.65,1329.97,1330.57,1331.74,1336.23,1345.62,1349.55,1354.82,1357.89,1364.83,1370.07,1382.27,1396.78,1430.34,1440.24,1449.21,1458.83,1485.06,1488.17,1497.83,1543.23,1549.42,1557.73,1582.21,1583.53,1606.54,1610.53,1633.36,1641.9,1647.63,1666.97,1691.67,1715.59,1728.37,1734.83,1760.33,1764.36,1792.85,1805.91,1836.2,1970.88,
1104.26,1107.02,1117.64,1118.37,1138.54,1176.88,1180.75,1190.81,1196.02,1205.36,1266.46,1281.62,1284.54,1299,1308.36,1314.72,1330.32,1347.47,1362.62,1369.84,1391.55,1430.58,1458.34,1476.55,1529.43,1551.04,1555.98,1556.27,1560.11,1560.38,1562.02,1567.22,1577.02,1584.35,1584.46,1592.89,1640.13,1647.67,1669,1702.25,1707.27,1726.03,1726.33,1727.69,1735.09,1741.37,1789.93,1893.74,1924.59,2101.4,
1129.08,1133.27,1140.77,1149.38,1156.14,1160.92,1184.75,1190.81,1220.63,1225.89,1233.32,1244.73,1253.87,1266.43,1286.1,1306.81,1309.05,1338.76,1354.58,1378.61,1388.47,1429.17,1452.36,1458.23,1459.38,1466.18,1486.91,1504.04,1535.98,1553.41,1562.16,1573.78,1575.95,1596.86,1623.71,1650.98,1671.36,1676.17,1726.81,1738.71,1748.89,1760.97,1805.88,1811.83,1843.23,1843.55,1923.89,1946.13,1952.2,1978.62,
