0.326955,0.0240099,7.81865,1.55376e-09,0,0,0,0.0440591,0,0,10.8772,0,3.95273,0,0,1.42293e-26,7.71931,7.71931,0,0,0.267437,5.71114,0,0,3.67677e-16,7.58877,0.105263,0,0,11.3212,0.215144,0,7.71931,0,0,0,0,0,0,0,4.226,0,6.53247e-06,0,8.4217,0,0,8.42107,0,3.44231e-06,0.701756,0,0,0,0,7.01755,0,0,0,7.86363e-08,0,0,13.895,1.31204,8.42107,0.54927,5.93302,0,0,0.701756,0.437055,0,0,0,0,0,0.244391,0.111105,0.706808,0.701756,0,8.98247,3.42988e-06,7.75776,0,0,1.89604e-05,0,0,0,0,0,0.108793,0,2.54279,0,3.11957e-10,0,0.0540141,0,0,0.688968,0,6.55114,0,0.315789,6.3158,0.066515,0,0,0.339713,0,0,0,0,0,0,0,0,0,0.701756,0.666669,2.3719,0,0.868351,0,0,0.133333,0,0.385965,0,3.59968,0.734324,0,0.701756,0,0,0,1.39604,3.51821,0.00929216,0.0526919,11.9298,0,0,0,4.45902,1.33475e-15,0,0,0,8.66611e-07,0,0,0.389237,0.00993613,0,0.701756,0,0,0,0,1.70016,0,0,5.35517e-12,8.45616,0,0,6.70385,7.71931,0,0,0,0,0,0.632633,0.668636,0,0,0.0192013,0,0.612632,0,0,1.40351,0.224504,1.07262,0,0,0,0,0,0.683608,4.4337,0,2.31579,0,0,0,
0,7.98377,0,0.0122196,0,0,0,6.66563,0,0.123535,0,0,0,0.277775,0,8.42107,0,8.42107,8.42107,0,0,0,0,0,0,0,0,0,0,0,1.97702,0,0,3.32725,0,0,0.0437659,5.43969,0.0883045,8.42107,0,0,0,3.50237,0.536736,0,8.93814,0.0412317,0,0,0,0.0266283,0,0.223044,0,0,0,0,0,0,0,0,8.42107,0.0278581,0,0,0.166061,1.0107,0,0,0,0,0,0,0.491886,0,7.38951,0,0,0,0,7.78832,0,0,0,0,0,0,0,4.95771,0,0,0.000430271,3.93385,2.80065,16.8421,2.10967e-05,4.35338,0,0,0,5.36363,0,0.0333333,0.166658,0,0,0,4.84268,8.1093,0,17.6756,0,0,2.1461,0,0,0.411384,0,7.71931,0.473685,8.42107,0,0,0,0,1.778,0,4.81905,0,0,0.0245578,0,1.50129,0.631581,0,0,0,0.666669,0,0.208703,1.33841,0.701756,11.3516,8.12869,0.357122,0.494587,0,0,8.34913,0,7.71931,8.00002,0,0,0,0.519873,9.57032,0,3.85777,0,0,0.0230555,10.2747,8.42107,0,0,0,0,0.238678,0,0.985728,0,0,10.3306,0.282607,0,0,0,0,0,0,11.0436,0.562663,8.3879,0.00083063,0,0,0,0,0,0.365745,11.3901,0.666669,0.701756,10.957,0,0,8.42107,0,
0,0,0.701665,0,0,2.54963,0,0,0,8.42107,0,8.42107,0,0.564635,11.413,6.88421,0,0,0,0.631581,0,3.52326,8.42107,0,8.42107,0,7.33335,0,0.538327,0.296616,0,0,0.666669,0,0,0,0,1.40351,0,0,0,0,0,0,0,0,0,0,0,0,0.0189182,0,8.32783,6.13031,0,0,1.26206,0,0,0,0,0,0,0,0.487937,0.526316,0,0,0.428818,0,3.8361,0,0,0,0,0,0,0,2.55123,0,0,6.21514,0.472281,0,0,0,0.000722082,0,0,0,4.42022,0,0,0,0,0,0,0.345675,0,0,11.2281,0,0,1.51481,0,0,0,0,0,0,0.00932354,0,0,0,1.18721e-06,0,0.572112,0,0.303633,0,0.260564,0,0,6.44491,0.21071,0.97688,0,0.0171918,0,4.38095,3.75439,0,0,0,0,8.04806,7.71966,1.5331,0,0,0,0.00244648,0,0.666669,0.582065,0.701756,0.484618,11.7681,0,1.38794e-07,2.12449,0,0.811617,0,0.169167,0,0,0,1.20642,0,2.56825,0,0,0,0.00194094,0.561406,0,3.57281,0,0.0353594,3.58031,1.14353e-05,0,0,0,6.17219,0,0.0623453,6.21852,0,0,0.0840464,8.77195,0,0,0.388143,0.0033851,1.78503,2.83384e-07,1.30832,0,7.55244,0.876899,0,2.03533,0,8.42107,0,0,8.42107,
0,0,0,0,0,0,0.701756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51456,0,0,0.701756,8.00002,8.42107,0,0,0,0,0,1.17548,0,0,0,8.52633,0,0,0.0033851,5.91554,0,0,0,0.00211873,1.56076,0.527886,0.254688,0,0.572112,0,0.391628,0.496845,0,0.546122,3.99275,2.59864,0,3.75594,0,0,8.42107,5.61405,0,0.21044,0,0,0.0390182,0,0,0,0.150003,6.72279,0.701756,2.62482,0,0,0,0,0,0,0,0,0,0,3.57281,0,0,0,0,0,0.00179226,6.68173,0.488322,0,0,0,0.34368,8.42107,0,0.572417,0,0,0.0647242,0,0,0.0487362,0,0,0,0,0,0.415207,0,0.621255,0,0,0,0,1.86535,0,0,3.32725,8.42107,0,2.00774e-07,0.701756,0,0,0,0,0,3.88323,0,0,0,1.059,0.00661073,0.029628,0,0,0,0,0.000866036,0,0.727308,0.0875854,0.322258,8.42107,0,0,0,0,0.0019353,7.10367,0,0.0218552,0,7.71931,0.000575646,0,0.423583,0.0313273,0.00298151,4.70388,0.552731,0,5.38376e-05,1.5935,8.42107,0.362733,0,4.37849e-08,7.71931,5.44376,11.2281,4.75982,11.2281,3.57281,0,0,0,0.484349,0.000714934,0,3.56209,0,0.706537,0.000508567,8.42107,0.700847,0,7.01756,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06899,0,0.0350877,0,0,0.0604744,4.70288,0,0.000474,0,0,0,3,0,8.42107,0.029352,0.0380368,0,0,0,0.437336,0,0,0,1.7396,0,0,0,0,0,0.137703,0,0,0,0.0350268,0,0,0,0.502109,1.44785,0.0909751,0,0,0,0,0,0,0,0.243915,0.350878,0.561406,0,7.99055,0,4.10101,0,0,2.08744,2.16858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457557,0,0,0,0,0,0,0,3.45409,0,5.22946e-07,0,0.484349,0,0,3.52146,0,0,0,0,0,0,0,0.137703,0.00179226,0,0,0,0,0,0,0,7.50842,2.10526,0.64298,0,0,0.0393828,0,0,0.00679114,0.586771,14.0042,0,0,0.00489977,0,4.13681,0,8.09218,0,0,4.42698,0,0.280497,0.0324696,0.0280759,0,0,0,0,4.28263,1.95614,0,0.357447,8.83154,0.0354729,8.22593,0,1.56233,3.88323,0.484349,6.01252,0.00291897,0.15151,3.99275,8.90542,3.63432,0.935194,2.94904,7.71931,0.00249373,5.8813,0,8.00002,0,0,8.41953,2.4867,9.11944,0.889255,0.0471748,6.50824,3.23443,0,3.88323,0,0,0,0.666669,4.65561,0.701756,7.10666,8.42107,4.34109,3.27411,3.56209,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.701756,7.33859,0,0,0,2.48685,11.4509,0,0,0,0,0,0,4.80276,0,8.42125,1.25181,0,3.51001,2.48695,1.44785,0,1.7565,0.0189686,0.71802,0,0,0,0,0,3.73804,0,0,7.66382,0,0,0,8.42107,0,0.507197,0.48798,0.484349,0,0,8.42107,0.128462,0,0,0,0,0,0,0,5.67631,0,0,0.130822,0,13.2574,0.195548,0.166658,0,0,0,0,0.00679114,0.290408,0,0,0,2.94904,0,0,0,3.5639,0.34403,0,0,0,5.83523,0,0.507323,0,0,0,0,0.701756,0,0.484349,4.32757,1.95121e-05,0,0,0,0,0.469542,5.19062,0,0,3.38863,0,0,0,0,0,0,0,3.51001,0,0,0,0.342447,0,0,0,0,0,0,0,0,0,0,0,0,2.94904,0.041046,0,0,0,0,0,0,0,0,2.48805,0,4.49367,0,0.0976522,0,0,3.35769,0.289219,0,3.41757e-11,0,8.41953,0,0,0,8.06787,0.666669,0.135167,2.81407,0,0,0,3.74337,0,9.67366,0,0,3.74337,4.70288,0,0.538948,0,0.0651867,4.21175,3.92549,0,1.39843e-12,0,4.11572,0,0.701756,8.37287,3.23104,0,1.99974,0,0.484349,3.73566,0,0,3.24218,0,
0,0,0,0,8.06787,0,0,1.08004e-06,0,3.73821,3.62105,0,0,0,0.281545,0.701756,0,0,0,0,0,1.7565,0,0,0,0,0,0,0,0,0,4.78025,0,3.73776,0,0,7.16454,0.261242,0,0,0,0,0,0,2.88717,0,11.5077,0,0,0,7.74745,0.403135,0,0.126465,5.88017,0.266466,0,0.0294062,0,0.619998,0,2.60425,0,0,0,0,0.701756,0,0,4.28754,0,0,0,0,9.61582,0,0,0,4.51455,0,0,0,0,0.552731,0.157895,4.30126,9.99035,0.484349,2.84392,0,0,0,0.284538,0,2.21035,0,0,0.0132279,0,0,0.21811,0.0106776,2.23151e-28,0,0.00254685,0,1.44353,1.30535e-21,2.2071,0,0,3.80351,0,0,0,7.11696,0,0,0,0,0,0,0,3.05228,0,0,1.15856e-29,0,0,0,1.15759,0,7.1595,0,0,3.52523,0,0,0,3.38843,0,0,0.953287,0,0,0,0.0231091,0,5.9486,3.14661,0.171358,0.666669,0.504077,0,0,1.00067,4.30591,3.70143,0,3.38863,0,0,0.701669,0,0.0189686,0.350859,0,2.48685,0.00255815,2.50969,5.89674,3.74337,0.507197,0,0.701756,0.0163437,0.161544,5.08691,0,2.48663,2.89206,0,0,0.112196,0.0191414,4.81674,0,8.40418,0,0.000651044,6.81613,0,2.48538,0.236728,2.99125,0.0160403,0.00565791,0,0.701756,0,
0,0,0,0,0,0,0,0,0,0,0,0.0163518,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22997,3.28614,0.93397,3.62105,0,0,0.00936359,0,0,0,0,2.41861,0,0,12.3393,3.08598,3.38843,0.701756,0.0423578,0,0.162277,2.4868,0,0,0.452598,0,0,0.0419738,0,0,0,0,0,0.701756,0,0,0,3.44224,2.03221,0,0,0,0,0,0,0,4.33051,0,0,5.8933,0,0,0,0,0.0189975,0.28049,4.34579,0,0,0,0,0,4.06011,0,0,0,0,6.12049,5.44691,1.70465e-26,0,2.25786,0,0,7.94362,0,3.36916,0,0.701756,0,1.39241,0,0,0,0,0,4.71213,0.0263956,0,0.00154366,0,0.41157,0,2.75854,11.7978,0.00338093,8.42107,0,0,8.38994,0,0,0.0264918,4.73699,1.59102,1.7565,0.369937,0.400082,0.535436,0.0280813,0,0,0,0.552731,0,0,0.26792,0,0,0,3.9559e-05,0,0,0,0,0,0,1.84153,5.8759,0,0,0.484349,0,0.567632,2.48633,0,0,1.2598,0.484349,5.05239,0,0.182963,3.95672,0,0.00954942,3.7379,3.21965,8.40418,0,0.574299,0,4.01811,0,0.0239164,0,0,0,0,0.412533,0.559101,0,4.07917,0,0,0,3.44262,0.701756,0,0,0,7.00559,0,3.3078,0,3.88522,
0,0,0,0,0,0,0,0,0,0,0.106961,0,0,0,0,0,0,0,0,0,3.04643,8.20591,0.00571974,0.0220289,0,4.50255,6.61103e-10,0,0,0,0,0,4.14659,1.25961,4.22115,0,2.24479,3.73801,0.701653,0,0,0.419214,3.98511,0,0,0.621282,0,4.72406,0,0,3.02744,0,0,0,3.30429,0.00595121,0,1.95596,2.74078,0.701756,0,0.128326,0,0,0,0,0,0,0.350878,0,0,0,0,0.0632113,0,0,8.03923,0.022201,3.67915,0,4.49518,0.399674,0,0,0,1.2598,1.2598,0,0.51359,0,2.90972,4.36973,0,0,0,0,0,0,0,0,0,0,6.5854,0.0210449,0,0,0,3.68134,0,0,0.00812496,0,0,0,0.0142199,3.39698,0.188383,0.327905,0,0.960194,8.07745,0,3.67959,2.44524,0.00888682,0,0,0,0,0,3.38842,2.54264,0,0,0,0,0,0,0,1.05787e-05,0,0.0167028,0.711752,0,0,0,0,0,0.0500978,0.268405,2.73768,0,0,0.000131751,0,0,0,5.76998,0.881332,1.48638,0,0,0,0,0.018052,0.428856,0,0.00107628,0,1.43509,0,9.33651e-06,0,5.80529,0,0,0,0,0.0107337,3.04089,0.0317186,0.378762,1.52662,0,0,2.262,1.63653,3.88835,0,1.03728,0.0841711,0,0,0,0.13937,0,0,4.30153,0.363129,0.562146,
0,5.22946e-07,0,0.162277,0,0,0,0,0,0,0,0,0,0,0.000720534,0,0,0,3.38842,0.162277,0,0,0,0,2.25357,0,0,0,0,0,0,0,0,4.67693,0,0.0338433,0,0,0.489474,0,0,0,0.207375,3.86742,0,0.0167028,0,5.51424,0,0.307258,0,0,0,0,0,0.552731,0,0.34495,0.0132139,0,0,0.0451096,0,0,3.30433,0,0.552731,0,0,0,0,0,0.0167028,0,1.17214,0,0.0059004,1.25916,0,2.262,6.31471,4.0933,0,0,0,0,6.10703,0,0.331803,9.01248e-19,0,0.00182517,0,4.22332,0.0102916,8.42107,0,0,2.36662,0.701756,0,0,0,0,0,0,0,0,0,4.03962,3.73801,0,0,0,0,0,7.71931,0.0994107,4.14717,0.0906307,0,0,6.25861,0.664331,0,0,6.72243,0,0.00831802,0,1.26357,4.102,0,7.17567,0.0566059,0,0.311701,3.42445,3.09951,0,1.23251,0,0,2.84033,0,0,6.13295e-05,3.73818,0,3.17194,2.92169,0,0,0,1.25899,0.0476282,3.34484,13.1932,0,0,0,0,0.0193559,0.110624,1.25883,7.71931,0.581122,1.39355,2.17558,0,0,3.14402,0,0.0333715,0,0.0385587,3.51311,3.04643,0,5.186,0.375806,0.46181,0.452617,0.546911,5.01368,0,0.0220289,0.0273109,0,6.31851,0.118438,1.12752,0.07487,2.7512,0.522553,0.125254,1.89112,4.15776,0.0314342,6.69356,
