Average Score 
7.41879521
17.78196325
21.07888773
23.31808903
24.84151006
23.6996873
26.5562798
24.81777986
24.48456049
27.09136913
28.18694466
26.93170903
27.64276818
29.00596334
26.91859946
29.88720008
27.94764258
29.00898775
29.66911561
31.24812408
31.32190064
30.80587598
31.9607805
31.93946156
32.20833613
31.79524758
32.43986188
31.92427932
32.88656514
32.77692648
32.65049209
31.56726397
34.05607977
34.16370935
32.25478195
33.772793
34.44553944
35.23080492
35.18197313
34.83751705
35.60349069
37.02096111
36.48523033
36.48075131
36.86184889
37.48494521
37.8235789
37.44064429
37.36787018
36.16205523
36.92809952
40.1346238
39.91604456
40.01817846
42.62847255
40.72639349
40.80840716
42.74189081
41.35470321
42.14107408
42.7945306
42.43802073
39.75339732
40.26964778
40.12511123
40.7728657
39.41458896
40.99451049
39.07589676
40.17687643
39.31081823
37.31246419
39.41041309
38.64287917
39.14599393
39.21979415
38.23925249
38.21595823
37.59244455
39.22719707
39.15190874
38.29985759
38.41349922
37.32462813
37.15492697
37.55314527
40.00510708
39.09961161
39.12021979
37.9183153
39.55838699
38.98696532
38.01965413
38.13334348
38.45905291
38.30120747
37.66196944
37.20879906
36.50875558
37.27499563
36.99926733
39.21570571
37.75093485
37.64482601
37.54224932
38.36969728
37.07902351
37.86355633
35.06245876
38.73656024
37.15559855
38.79380198
37.32862486
40.05025359
39.43776898
39.89468974
40.46902133
37.35728117
38.55730104
38.225482
37.9722231
38.42556798
38.91651065
39.07333949
40.35718634
40.06172005
39.08803308
40.5240202
40.61687618
41.24222865
40.07573414
39.52715797
39.37309453
40.36626585
38.70912356
39.09854069
40.33113925
40.16497748
39.66882378
40.71923439
38.44956689
38.1923949
39.77192272
40.58524737
38.28412996
37.1174696
42.09441105
38.56478923
37.99684267
38.37155752
39.00164088
39.56376125
40.10381166
38.91833996
39.62050738
38.84277073
39.87274704
38.75639381
40.1908644
40.31391174
40.50171168
38.85265541
38.57044245
38.36703604
38.80603168
39.31180483
40.68486155
40.24816991
40.15153937
40.15449931
40.0866636
39.96342742
40.88637227
39.48357816
39.44646484
39.02208471
38.64720537
39.22843515
40.26131457
40.37585379
40.68255618
40.90879378
39.28991446
40.36506205
41.24941513
39.52433506
40.84939493
40.8132495
39.37241652
38.96711108
40.06196776
40.69757347
42.85300787
38.97862079
39.92624883
38.85474673
39.10803953
39.68763191
39.78907172
39.71799718
39.70877145
40.18864156
39.8270051
40.9872855
39.51019442
38.23832173
41.49692331
42.09220737
39.69949293
42.81655461
40.88551884
41.96168225
40.25343949
42.60061822
42.17538959
41.7229077
40.36919881
40.64613289
39.90686898
40.83272275
40.77996452
41.89281086
40.74396042
41.35753488
40.1395171
41.59303051
41.5506142
40.81579602
39.54271341
40.46001483
42.33538195
41.56812125
42.85096223
42.92345822
42.86754835
42.27897918
41.40865923
42.33031045
41.48216853
44.04839609
41.60266213
41.36904167
40.86035468
38.10253415
38.23186685
38.5267667
38.49454912
37.23241374
38.70656586
40.62035597
39.12326541
39.8424367
38.62721974
37.2832348
39.92400781
40.19263343
37.96477606
39.13897472
39.77066505
39.87908335
39.6334799
41.115415
42.47300318
41.13351
40.16925288
40.63569003
41.43914385
40.21823461
41.03581683
41.31649633
41.51816891
41.35102682
40.73019163
40.1832775
40.61337811
39.9088619
40.14191808
38.56487838
40.31952575
38.9436602
37.8519362
37.30153494
38.22261834
38.62435039
36.82115731
37.48623848
38.29437283
37.21876958
37.71160634
39.65981292
38.54984638
38.29200272
38.6748466
37.69960634
36.44148215
38.0928803
38.55850216
39.14876333
37.02071173
37.64247954
37.09483046
