23.382,23.6124,23.7121,23.8444,24.0098,24.2144,24.3335,24.5892,24.7551,25.0526,25.4185,25.7742,25.9879,26.0206,26.0206,26.0206,26.0206,26.0206,26.0206,26.0206,26.0206,26.0206,26.0206,26.0206,26.021,26.219,26.3135,26.3766,26.7376,27.066,27.1428,28.0564,28.1445,31.0079,31.0868,31.8578,32.1589,32.2506,32.4031,33.9732,35.2383,35.6843,36.4596,36.7845,37.4806,37.4915,38.2399,39.1366,39.7829,41.4515,
31.5008,31.5536,31.6258,31.8391,31.8753,32.0869,32.1879,32.2924,32.4127,32.4416,32.8453,32.846,33.0341,33.898,34.1591,34.414,34.4417,34.5837,35.4656,35.6661,35.8971,36.3595,36.5185,37.0272,37.1219,37.6063,37.7793,38.0313,38.4187,38.4682,38.5389,38.5664,38.6483,38.8478,39.2055,39.2866,39.6001,39.8744,39.9112,40.12,40.2194,40.2634,40.3417,40.3927,40.4244,41.0785,41.6169,41.647,41.8749,41.932,
36.7187,36.7304,36.8573,36.9107,36.9431,36.9524,37.2488,37.386,37.3956,37.465,37.5735,37.7878,37.9961,38.0013,38.1521,38.3197,38.447,38.5932,38.7162,38.7543,38.7799,38.9308,39.0232,39.1263,39.1851,39.2495,39.5404,39.6466,39.9112,39.9665,40.167,40.4229,40.4362,40.6742,40.9273,40.9755,40.9849,40.9854,41.2746,41.4517,41.5442,41.6222,41.6581,41.7543,42.0186,42.3129,42.7492,42.7832,44.5767,49.1336,
38.2603,38.3305,38.3644,38.4441,38.6465,38.6647,38.7249,38.7543,38.7543,38.7976,39.4777,39.5168,39.6635,39.6898,39.7752,39.8248,39.9064,39.9112,39.9346,40.1358,40.1761,40.3749,40.3753,40.4487,40.5618,40.591,40.6011,40.669,40.7198,40.7964,41.1569,41.239,41.3917,41.5099,41.6764,41.7079,42.2149,42.221,42.2232,42.5265,42.594,42.8017,42.877,43.2836,43.4171,44.4939,45.061,46.8223,49.8865,53.0717,
39.8744,39.9112,39.9112,39.9112,39.9112,39.9112,39.9423,39.9741,40.409,40.5092,40.6011,40.637,40.6969,40.8534,40.9854,41.0186,41.0193,41.0221,41.0441,41.1312,41.4826,41.5099,41.615,41.7151,42.1131,42.1762,42.2328,42.31,42.31,42.488,42.4949,42.5078,42.5123,42.5265,42.5265,42.5586,42.606,42.6906,42.7289,43.0984,43.1637,43.2836,43.2836,43.4171,43.7047,44.0782,44.2354,44.5164,44.5229,44.7206,
39.9112,39.9112,39.9112,39.9112,39.9112,39.9112,39.9169,39.9722,39.9741,39.9741,39.9741,40.0791,40.1804,40.3559,40.4718,40.4718,40.5182,40.7339,40.8871,41.3541,41.4689,41.4917,41.6886,41.759,41.8265,42.152,42.1655,42.2241,42.5078,42.5539,42.576,42.7675,43.0108,43.1284,43.1535,43.2836,43.2836,43.449,43.6572,43.7047,43.8937,44.1102,44.165,44.165,44.2476,44.7852,46.5831,46.7445,47.8459,49.9205,
40.4916,40.5183,40.532,40.5412,40.6486,40.7587,40.8765,40.9352,41.1002,41.1787,41.2537,41.2683,41.2699,41.4535,41.4821,41.5383,41.551,41.7297,41.7463,41.8144,41.9854,42.0755,42.1133,42.1492,42.161,42.161,42.3156,42.4225,42.4247,42.4599,42.5067,42.5078,42.5265,42.6372,42.8752,43.1366,43.2836,43.2836,43.4713,43.539,43.5559,43.9754,43.982,43.9832,44.165,44.512,45.1871,45.6645,47.7729,48.1639,
40.5021,40.5309,40.6234,40.6486,40.6486,40.6486,40.7939,40.9489,40.9699,41.3315,41.4598,41.4748,41.5383,41.5575,41.6304,41.6464,41.7859,41.8202,42.0194,42.0299,42.1369,42.161,42.244,42.3364,42.442,42.4618,42.4785,42.5078,42.5265,42.5409,42.5676,42.789,42.9618,43.0258,43.1366,43.2074,43.2443,43.3026,43.3681,43.4595,43.5211,44.0906,44.165,44.3439,44.4358,45.5799,46.4137,46.5075,47.4543,49.058,
40.7522,40.8111,40.885,40.9092,41.0327,41.1704,41.2122,41.2324,41.3107,41.3758,41.409,41.4548,41.4676,41.5291,41.5383,41.5383,41.6321,41.6714,41.778,41.791,41.8378,41.9011,41.9892,42.0114,42.1247,42.1631,42.3918,42.4055,42.4618,42.5033,42.5078,42.5078,42.5843,42.826,42.953,43.0258,43.2619,43.3681,43.5285,44.1034,44.165,44.165,44.3328,44.4358,44.4358,44.6461,44.724,45.5179,46.2825,48.1129,
41.9934,42.0111,42.1356,42.1981,42.1988,42.2778,42.3022,42.3794,42.4064,42.4638,42.5078,42.5078,42.5411,42.5698,42.5698,42.5819,42.5832,42.5843,42.5979,42.6032,42.6135,42.6367,42.758,42.9047,42.9326,42.9964,43.0258,43.2661,43.9456,44.0147,44.0584,44.165,44.165,44.3328,44.3946,44.5355,44.5841,44.9008,44.9955,45.0794,45.0903,45.4699,45.5824,46.2721,47.3974,47.4506,47.8744,48.0897,48.3209,50.345,
42.039,42.0709,42.1709,42.1735,42.1905,42.2472,42.2809,42.3683,42.402,42.5078,42.5078,42.5082,42.5165,42.5388,42.5433,42.5458,42.5645,42.5921,42.6093,42.7173,42.7995,42.8171,42.9047,42.9047,42.9972,43.146,43.1969,43.3437,43.3448,43.6851,43.8702,43.8911,43.8966,44.3878,44.6819,44.8205,44.826,44.8797,44.9004,44.9161,44.9569,44.9569,44.9704,45.3776,45.8327,46.3821,46.8544,46.8599,46.905,47.1978,
