2.02988,2.39934,2.56141,2.63808,2.73131,2.74438,3.65899,3.796,4.97728,5.24137,5.90962,6.08333,6.15858,7.71153,7.87658,8.42677,9.73238,10.3698,10.4211,14.5467,
3.67876,4.51333,4.67298,5.75384,5.75561,6.75889,6.77072,6.77072,7.08303,7.61405,7.87262,8.56917,9.74946,10.0001,10.4211,10.4211,10.6224,12.3673,13.6787,18.0855,
7.33615,7.56375,7.61405,7.68296,8.0463,8.47315,8.93278,9.35266,9.43371,9.73447,10.4211,10.5384,11.0797,11.1762,12.6027,13.6787,14.632,15.385,16.2289,16.3699,
9.3414,9.61039,9.73447,10.4211,10.4211,10.4211,10.4355,10.5454,10.6283,10.9409,11.1413,12.6027,14.49,14.6038,14.7103,16.3699,16.9568,17.2629,17.463,18.6126,
11.0133,11.7069,12.6027,13.7881,14.484,14.49,14.5868,14.6436,15.0088,15.3815,15.6615,15.9375,16.2168,16.3699,16.6951,16.9635,17.0367,17.3725,18.0262,18.6126,
13.7505,14.484,14.4898,14.49,14.49,14.5493,14.5868,15.1955,15.6615,15.7864,16.0948,16.3699,16.3865,16.6951,17.0367,17.3725,18.0262,18.0579,18.6126,22.7123,
14.5868,14.6674,15.1955,15.4106,15.6615,15.7864,16.0948,16.3699,16.3699,16.6951,17.0367,17.3725,18.0262,18.0579,18.5502,18.6126,19.7992,19.8814,22.7123,23.8192,
15.6615,15.7864,15.9291,16.0948,16.3699,16.3699,16.5214,16.6951,17.0367,17.3725,17.7898,18.0262,18.5502,18.6126,19.7992,19.8814,20.225,21.0558,22.7123,23.8192,
16.3699,16.3699,16.4039,16.5214,16.6951,17.0367,17.3725,17.7898,17.9894,18.0262,18.5502,18.6126,19.4785,19.7992,19.8814,20.225,21.0558,22.7123,22.792,23.8192,
16.5214,16.6951,17.0307,17.0367,17.229,17.2983,17.3725,17.7898,18.5502,18.6126,19.4785,19.7992,20.225,20.7534,20.9394,21.0558,22.7123,22.7387,22.792,23.8192,
16.5214,16.6951,17.0307,17.0367,17.2983,17.2983,17.3725,17.7898,18.5502,18.6126,18.9359,19.1758,20.225,20.4979,20.9444,21.0558,22.2323,22.7123,22.792,24.1763,
17.0307,17.0367,17.2983,17.3725,17.7898,17.7898,18.5502,18.6126,18.9359,19.1758,20.225,20.4979,20.9138,21.0558,21.4075,22.2323,22.7123,22.792,24.1763,26.5655,
16.8311,17.0307,17.0367,17.3725,17.7898,17.7898,18.5502,18.6126,18.9359,19.1758,20.225,20.6441,20.9138,21.0558,22.2323,22.7123,22.792,23.0641,24.0278,26.5655,
17.3725,17.7898,17.7898,18.6126,18.6708,19.1758,19.7136,20.225,20.6441,20.9138,21.1162,21.2763,22.2323,22.7123,22.792,23.0641,23.8192,24.0278,28.8089,29.692,
17.3725,17.7898,17.7898,17.7898,18.6126,18.6708,19.7136,20.225,20.6441,20.9138,21.1162,21.2763,22.2323,22.7123,22.792,23.0641,23.8192,24.0278,28.1759,28.8089,
17.7898,17.7898,18.5326,18.6126,18.9359,19.7136,20.225,20.6441,20.9138,21.1162,21.1245,21.2763,22.2323,22.4032,22.7123,22.792,23.786,24.0278,28.1759,28.8089,
18.2219,18.5326,18.6126,19.7136,20.225,20.6441,20.8986,20.9138,21.1245,21.1245,21.1545,21.2763,22.2323,22.4032,22.7123,22.792,23.7421,23.786,24.0278,25.7685,
19.4102,19.6109,19.6207,19.7136,19.753,20.225,20.6441,20.9138,21.1245,21.1245,21.1545,21.2763,21.9253,22.2323,22.4032,22.7123,22.792,23.786,24.0347,25.7685,
19.6109,19.6207,19.7136,19.753,20.225,20.6441,20.9138,21.1245,21.1545,21.2763,21.8252,22.0031,22.2323,22.4032,22.6936,22.7123,22.792,23.786,24.8056,25.7685,
19.753,19.7742,20.225,20.6441,20.7688,20.9138,21.1245,21.1545,21.2763,21.5619,21.8252,22.0031,22.2107,22.2323,22.6936,22.7123,22.792,23.786,24.8056,25.7685,
20.225,20.6441,20.7688,20.9138,21.1245,21.1545,21.2763,21.3772,21.5619,21.8252,22.0031,22.2107,22.2323,22.4531,22.6936,22.7123,22.792,23.786,24.8056,25.7685,

