0,0,0,0.0788011,2.47085,0,0.638078,1.96076,0,0,0,0.561406,0,0,4.44714,0,0.385965,0,0,0,0,0,1.31052e-36,0,7.73238,0.701578,0.000146522,7.3092,0,0,8.42107,0,3.1579,0.110634,0,0,0,0,0,0,
0,1.16,6.67604,0,0.00502348,0.274091,2.1549,0,0,0,8.42107,9.68595e-15,0,0,8.42107,1.59716e-08,0,0.701651,0.0769553,5.10058e-06,0,0,3.62897,0,7.74946,0.109684,0,0,0.700588,3.1923,0.000129675,0,5.61405,4.44714,0.811437,5.05264,1.92937,0,7.3092,0.385965,
0,0,0,0,0,0,0,0,10.6027,0.18492,0,0,8.42107,0,0.45614,5.28074,5.05264,1.034e-14,0,0,0.0408977,1.15778,0,8.42107,5.63903e-11,7.73447,1.034e-14,5.56375,13.0969,5.61405,3.62897,0.454531,0,0.385965,0,5.52446,0,5.82613,12.5722,4.44714,
5.87971,0,0.178911,0,8.42107,0,7.21234,0,0,8.42107,2.2207e-05,0.212982,0,7.71931,2.10492,8.42107,5.61405,0,0.0591608,6.20849,0,8.42107,5.51964,2.00592,0,13.0008,4.44714,0,10.6027,0.482659,8.42107,15.463,4.44714,3.74164,5.28074,7.73447,0.45614,0,12.9381,4.83045,
8.42107,0,2.17328,0,0.657202,0.139754,8.42107,0,7.26709,14.4121,4.43372,8.42107,0.212982,1.99237,0,0,8.56941,0,7.71931,8.42107,7.71932,0,0,0,0,0,8.42107,7.73447,14.2643,11.7881,5.34236,8.42107,5.87971,7.65105,0,0,10.6027,0,2.08823,12.6543,
0,0,0,2.21407,0,0,7.40078,4.02298,7.62477,8.42107,0,0,0,1.20496e-09,2.253,0,7.71931,7.70104,0,4.21054,0,0,10.6027,7.71932,5.82829,7.71931,0,14.562,12.6543,7.26709,5.87971,7.71931,0,0,5.75819,5.14997,8.42107,12.4898,7.71931,2.08823,
0,0,8.42107,0,0,8.42107,7.82972,5.87971,0,2.21407,15.6504,0,0,0,0,16.1429,5.14997,7.40078,4.21739,7.71931,6.14096,0,0,0,2.24906,7.26709,2.33062,7.71931,7.71931,0,7.71932,0,12.4898,11.5682,12.6543,8.42107,7.71931,2.253,7.71931,7.30919,
0,8.42107,0,7.06121,7.83224,0,0,10.0522,0,0,8.42107,7.2953,2.21407,6.43591,0,0,0,5.14997,5.87971,8.42107,0,0,7.40078,0,7.46333,7.71931,7.71932,0,0.131294,7.26709,7.71931,2.253,0,0,2.24906,16.1429,11.5682,15.6504,0.000151226,7.71931,
3.51001,8.42107,8.42107,0,0,7.06121,2.21407,0,0,1.37741,5.93274,0,0,0,0,11.5267,0,0,0,7.33335,0,7.40078,5.87971,0,7.31829,7.26709,0,7.71931,7.33321,5.14997,0,8.00002,7.2953,7.71931,6.43591,0,16.1429,15.6504,0,10.0522,
0,7.24522,0,0,0,0,0,0,0,3.63658,0,0,7.85291,0,0,5.87971,7.88841,0,7.88841,0,0,0,10.0522,7.33321,0.0465247,7.31829,7.71931,7.06121,7.2953,7.21525,7.71931,7.40078,7.29084,0,7.39458,16.1429,7.26709,6.43591,7.48485,7.71931,
